ID,HYDE
CHEMBL3622678_diffdock_1,2266.925054
CHEMBL3622678_diffdock_2,81114987.376527
CHEMBL3622678_diffdock_3,15804036.122352
CHEMBL3622678_diffdock_4,3093837.694973
CHEMBL3622678_diffdock_5,24068.886237
CHEMBL3622678_diffdock_6,59324168.948739
CHEMBL3622678_diffdock_7,1220099.364369
CHEMBL3622678_diffdock_8,2985685.403754
CHEMBL3622678_diffdock_9,135614585.760542
CHEMBL3622678_diffdock_10,4746.460561
CHEMBL4740063_diffdock_1,145358.190064
CHEMBL4740063_diffdock_2,145476.996372
CHEMBL4740063_diffdock_3,108719.538756
CHEMBL4740063_diffdock_4,225774.306739
CHEMBL4740063_diffdock_5,174314.701237
CHEMBL4740063_diffdock_6,145408.835814
CHEMBL4740063_diffdock_7,10072.086774
CHEMBL4740063_diffdock_8,70742.152447
CHEMBL4740063_diffdock_9,3414650.889413
CHEMBL4740063_diffdock_10,174113.918639
CHEMBL279481_diffdock_1,8941571.126434
CHEMBL279481_diffdock_2,37182633.189836
CHEMBL279481_diffdock_3,191114.652814
CHEMBL279481_diffdock_4,48116668.235162
CHEMBL279481_diffdock_5,9006370.350918
CHEMBL279481_diffdock_6,10354.982019
CHEMBL279481_diffdock_7,9436268.786361
CHEMBL279481_diffdock_8,3770113.700169
CHEMBL279481_diffdock_9,100323607.846148
CHEMBL279481_diffdock_10,10618264095565.796875
CHEMBL109212_diffdock_1,14239.801562
CHEMBL109212_diffdock_2,9964.911260
CHEMBL109212_diffdock_3,7610.344745
CHEMBL109212_diffdock_4,6693.117712
CHEMBL109212_diffdock_5,1407735.238851
CHEMBL109212_diffdock_6,163615.524220
CHEMBL109212_diffdock_7,39171.063493
CHEMBL109212_diffdock_8,34581786.954522
